Naam;Webadres;Tel;KvKnr;Plaats;SBICode;SBINaam;Kans;Keten;Typering;AantalMedewerkers;TJ_Warmte;TJ_CondWarmte;NM3Gas_CondWarmte;Red_tonCO2_CondWarmte;TJ_MTWarmte;NM3Gas_MTWarmte;kWh_MTWarmte;Red_tonCO2_MTWarmte;buurtcode_2023;gemeentecode_2023;pc4_code_2023;pc6_code_2023;buurtcode_2024;gemeentecode_2024;pc4_code_2024;pc6_code_2024;buurtcode_2025;gemeentecode_2025;pc4_code_2025;pc6_code_2025;buurtcode_gewijzigd;gemeentecode_gewijzigd;pc4_gewijzigd;lat;lon;meta_source_layer;meta_source_wfs_url;meta_retrieved_at;meta_source_last_modified
Albert Heijn BV;;075-6591111;35012085.0;ROTTERDAM;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;150;2.395838;7.871128;276000;520.812;9.99846;351000;657000;316.755;BU05990321;GM0599;3029.0;3029BB;BU05990321;GM0599;3029.0;3029BB;BU05990321;GM0599;3029.0;3029BB;False;False;False;51.9095000056644;4.436240000420563;WarmteAtlas:CondensWarmte;;;
Kooistra Supermarkten BV;;0513-622379;1058398.0;HEERENVEEN;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584;BU00740101;GM0074;8442.0;8442LM;BU00740101;GM0074;8442.0;8442LM;BU00740101;GM0074;8442.0;8442LM;False;False;False;52.958000005703575;5.923990001855414;WarmteAtlas:CondensWarmte;;;
Supermarkt Exploitatie Boon BV;www.mcd-supermarkten.nl;030-2764000;23068927.0;ZEIST;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256;BU03550202;GM0355;3705.0;3705PS;BU03550202;GM0355;3705.0;3705PS;BU03550202;GM0355;3705.0;3705PS;False;False;False;52.102000005214;5.244700001123845;WarmteAtlas:CondensWarmte;;;
Klijnstra t.h.o.d.n. Spar;www.spar.nl;024-3222508;53903994.0;NIJMEGEN;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256;BU02680101;GM0268;6511.0;6511CJ;BU02680101;GM0268;6511.0;6511CJ;BU02680101;GM0268;6511.0;6511CJ;False;False;False;51.84790000549456;5.860600001026262;WarmteAtlas:CondensWarmte;;;
Boni-Markten BV;www.bonisupermarkt.nl;0318-515666;8018988.0;VEENENDAAL;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256;BU03450099;GM0345;3901.0;3901CV;BU03450099;GM0345;3901.0;3901CV;BU03450099;GM0345;3901.0;3901CV;False;False;False;52.03020000522329;5.556410000799937;WarmteAtlas:CondensWarmte;;;
Schreur t.h.o.d.n. Spar Schreur;www.sparborne.nl;0541-551255;53944356.0;DE LUTTE;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;15;0.239584;0.787113;28000;52.836;0.999846;35000;66000;31.329;BU01680301;GM0168;7587.0;7587AM;BU01680301;GM0168;7587.0;7587AM;BU01680301;GM0168;7587.0;7587AM;False;False;False;52.31530000556061;6.987330003321566;WarmteAtlas:CondensWarmte;;;
Lefebre Retail;;010-2071100;51429780.0;ROTTERDAM;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;15;0.239584;0.787113;28000;52.836;0.999846;35000;66000;31.329;BU05991463;GM0599;3069.0;3069EA;BU05991463;GM0599;3069.0;3069EA;BU05991463;GM0599;3069.0;3069EA;False;False;False;51.962300005654974;4.550860000105425;WarmteAtlas:CondensWarmte;;;
Miegielsen-van Steen;www.c1000.nl/prinsenbeek;076-5438160;20094384.0;PRINSENBEEK;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584;BU07580900;GM0758;4841.0;4841AC;BU07580900;GM0758;4841.0;4841AC;BU07580900;GM0758;4841.0;4841AC;False;False;False;51.599900005615204;4.7192900001854365;WarmteAtlas:CondensWarmte;;;
Kooistra Supermarkten BV;;0527-630160;1058398.0;MARKNESSE;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584;BU01710424;GM0171;8316.0;8316AN;BU01710424;GM0171;8316.0;8316AN;BU01710424;GM0171;8316.0;8316AN;False;False;False;52.7086000057903;5.862280001412755;WarmteAtlas:CondensWarmte;;;
Nijenhuis Supermarkt;www.coop.nl;035-5251001;53985516.0;BLARICUM;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256;BU03760101;GM0376;1261.0;1261MV;BU03760101;GM0376;1261.0;1261MV;BU03760101;GM0376;1261.0;1261MV;False;False;False;52.286800005798476;5.26521000122256;WarmteAtlas:CondensWarmte;;;
H. en A. Kroeze VOF;www.spar.nl;0591-312648;53994833.0;ZWARTEMEER;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;15;0.239584;0.787113;28000;52.836;0.999846;35000;66000;31.329;BU01140900;GM0114;7894.0;7894CN;BU01140900;GM0114;7894.0;7894CN;BU01140900;GM0114;7894.0;7894CN;False;False;False;52.72200000616668;7.039120002930573;WarmteAtlas:CondensWarmte;;;
Poiesz Supermarkten BV;;0594-657007;1100780.0;OPENDE;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256;BU19690200;GM1969;9865.0;9865AJ;BU19690200;GM1969;9865.0;9865AJ;BU19690200;GM1969;9865.0;9865AJ;False;False;False;53.17390000590979;6.197020002734846;WarmteAtlas:CondensWarmte;;;
Poiesz Supermarkten BV;;0597-646739;1100780.0;NIEUWE PEKELA;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256;BU07650100;GM0765;9663.0;9663PP;BU07650100;GM0765;9663.0;9663PP;BU07650100;GM0765;9663.0;9663PP;False;False;False;53.07910000630913;6.968910002413332;WarmteAtlas:CondensWarmte;;;
Plus Caberg BV;;043-3440050;54045584.0;MAASTRICHT;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256;BU09350205;GM0935;6217.0;6217CR;BU09350205;GM0935;6217.0;6217CR;BU09350205;GM0935;6217.0;6217CR;False;False;False;50.85980000487769;5.67048000095181;WarmteAtlas:CondensWarmte;;;
Deen Winkels BV;www.deen.nl;0229-252100;36009674.0;ZWAAG;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256;BU04053504;GM0405;1689.0;1689XG;BU04053504;GM0405;1689.0;1689XG;BU04053504;GM0405;1689.0;1689XG;False;False;False;52.6723000057909;5.090520001037004;WarmteAtlas:CondensWarmte;;;
Plus Retail BV;www.plus.nl;040-2821932;30048700.0;EINDHOVEN;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256;BU07723280;GM0772;5642.0;5642RK;BU07723280;GM0772;5642.0;5642RK;BU07723280;GM0772;5642.0;5642RK;False;False;False;51.437300005334556;5.521750001506299;WarmteAtlas:CondensWarmte;;;
Coop Supermarkten BV;www.supercoop.nl;0181-610160;9124392.0;SPIJKENISSE;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584;BU19300105;GM1930;3201.0;3201DJ;BU19300105;GM1930;3201.0;3201DJ;BU19300105;GM1930;3201.0;3201DJ;False;False;False;51.85090000502752;4.33223999995824;WarmteAtlas:CondensWarmte;;;
Coop Supermarkten BV;www.supercoop.nl;0598-613542;9124392.0;MUNTENDAM;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256;BU19521802;GM1952;9649.0;9649GN;BU19521802;GM1952;9649.0;9649GN;BU19521802;GM1952;9649.0;9649GN;False;False;False;53.134100006037464;6.8746600027447835;WarmteAtlas:CondensWarmte;;;
Coop Verduijn Zeewolde BV;www.coop.nl;036-5223339;54110580.0;ZEEWOLDE;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584;BU00500003;GM0050;3893.0;3893EA;BU00500003;GM0050;3893.0;3893EA;BU00500003;GM0050;3893.0;3893EA;False;False;False;52.33740000549757;5.517870000930722;WarmteAtlas:CondensWarmte;;;
Willems Supermarkten BV;;050-5255780;54116643.0;GRONINGEN;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;150;2.395838;7.871128;276000;520.812;9.99846;351000;657000;316.755;BU00140605;GM0014;9721.0;9721PE;BU00140605;GM0014;9721.0;9721PE;BU00140605;GM0014;9721.0;9721PE;False;False;False;53.196000006249676;6.5679300017536635;WarmteAtlas:CondensWarmte;;;
Spar De Buck;www.spar.nl;0114-320366;52561038.0;HULST;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256;BU06770102;GM0677;4561.0;4561ZN;BU06770102;GM0677;4561.0;4561ZN;BU06770102;GM0677;4561.0;4561ZN;False;False;False;51.28570000464108;4.061929999821302;WarmteAtlas:CondensWarmte;;;
Albert Heijn BV;;075-6591111;35012085.0;GRONINGEN;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584;BU00140005;GM0014;9712.0;9712NG;BU00140005;GM0014;9712.0;9712NG;BU00140005;GM0014;9712.0;9712NG;False;False;False;53.224600005762916;6.562680001960272;WarmteAtlas:CondensWarmte;;;
Jumbo Supermarkten BV;jumbo.nl;0591-686160;16044409.0;KLAZIENAVEEN;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;150;2.395838;7.871128;276000;520.812;9.99846;351000;657000;316.755;BU01140800;GM0114;7891.0;7891AW;BU01140800;GM0114;7891.0;7891AW;BU01140800;GM0114;7891.0;7891AW;False;False;False;52.72480000584926;6.9918000032273735;WarmteAtlas:CondensWarmte;;;
Coop Supermarkten BV;www.coop.nl;0528-225860;9124392.0;HOOGEVEEN;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256;BU01185003;GM0118;7904.0;7904LW;BU01185003;GM0118;7904.0;7904LW;BU01185003;GM0118;7904.0;7904LW;False;False;False;52.72370000539992;6.507760002114177;WarmteAtlas:CondensWarmte;;;
Coop Supermarkten BV;www.coop.nl;0528-398160;9124392.0;HOOGEVEEN;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256;BU01185004;GM0118;7905.0;7905GZ;BU01185004;GM0118;7905.0;7905GZ;BU01185004;GM0118;7905.0;7905GZ;False;False;False;52.716300005562566;6.499010001771886;WarmteAtlas:CondensWarmte;;;
Cooperatieve Food Community Rio de Bio BA;;030-2723323;54155762.0;UTRECHT;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;15;0.239584;0.787113;28000;52.836;0.999846;35000;66000;31.329;BU03440411;GM0344;3514.0;3514CG;BU03440411;GM0344;3514.0;3514CG;BU03440411;GM0344;3514.0;3514CG;False;False;False;52.099400005468055;5.116420001691208;WarmteAtlas:CondensWarmte;;;
VOF Haer Bakkum;;035-6932849;54178142.0;CASTRICUM;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256;BU03830431;GM0383;1901.0;1901NZ;BU03830431;GM0383;1901.0;1901NZ;BU03830431;GM0383;1901.0;1901NZ;False;False;False;52.56240000604805;4.63295000024134;WarmteAtlas:CondensWarmte;;;
Plus Franssen VOF;www.plussupermarkt.nl;043-3634781;54214726.0;MAASTRICHT;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256;BU09350406;GM0935;6225.0;6225AZ;BU09350406;GM0935;6225.0;6225AZ;BU09350406;GM0935;6225.0;6225AZ;False;False;False;50.863700004437206;5.732240000977319;WarmteAtlas:CondensWarmte;;;
Jumbo Supermarkt Van de Huijgevoort Bladel BV;www.jumbobladel.nl;0497-381940;54281245.0;BLADEL;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;150;2.395838;7.871128;276000;520.812;9.99846;351000;657000;316.755;BU17280000;GM1728;5531.0;5531CP;BU17280000;GM1728;5531.0;5531CP;BU17280000;GM1728;5531.0;5531CP;False;False;False;51.36650000509325;5.218220001203016;WarmteAtlas:CondensWarmte;;;
Van Doormalen Albert Heijn BV;;040-2556021;17207763.0;VELDHOVEN;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584;BU08610000;GM0861;5504.0;5504HA;BU08610000;GM0861;5504.0;5504HA;BU08610000;GM0861;5504.0;5504HA;False;False;False;51.40430000498231;5.396980000864122;WarmteAtlas:CondensWarmte;;;
LIDL Nederland GmbH;;0800-5435463;32061446.0;BENNEKOM;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;15;0.239584;0.787113;28000;52.836;0.999846;35000;66000;31.329;BU02283002;GM0228;6721.0;6721EW;BU02283002;GM0228;6721.0;6721EW;BU02283002;GM0228;6721.0;6721EW;False;False;False;52.00030000518854;5.676370000937485;WarmteAtlas:CondensWarmte;;;
LIDL Nederland GmbH;;0800-5435463;32061446.0;WESTERBORK;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;15;0.239584;0.787113;28000;52.836;0.999846;35000;66000;31.329;BU17310900;GM1731;9431.0;9431AK;BU17310900;GM1731;9431.0;9431AK;BU17310900;GM1731;9431.0;9431AK;False;False;False;52.849300005678174;6.612670002741839;WarmteAtlas:CondensWarmte;;;
LIDL Nederland GmbH;;0800-5435463;32061446.0;OMMEN;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;15;0.239584;0.787113;28000;52.836;0.999846;35000;66000;31.329;BU01750103;GM0175;7731.0;7731GE;BU01750103;GM0175;7731.0;7731GE;BU01750103;GM0175;7731.0;7731GE;False;False;False;52.52280000527643;6.42556000297012;WarmteAtlas:CondensWarmte;;;
LIDL Nederland GmbH;;0800-5435463;32061446.0;NEEDE;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;15;0.239584;0.787113;28000;52.836;0.999846;35000;66000;31.329;BU18590315;GM1859;7161.0;7161DC;BU18590315;GM1859;7161.0;7161DC;BU18590315;GM1859;7161.0;7161DC;False;False;False;52.13380000516037;6.6128200018677665;WarmteAtlas:CondensWarmte;;;
LIDL Nederland GmbH;;0800-5435463;32061446.0;ENSCHEDE;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;15;0.239584;0.787113;28000;52.836;0.999846;35000;66000;31.329;BU01530301;GM0153;7521.0;7521HJ;BU01530301;GM0153;7521.0;7521HJ;BU01530301;GM0153;7521.0;7521HJ;False;False;False;52.22910000585207;6.857900002627424;WarmteAtlas:CondensWarmte;;;
LIDL Nederland GmbH;;0800-5435463;32061446.0;SOMEREN;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;15;0.239584;0.787113;28000;52.836;0.999846;35000;66000;31.329;BU08470000;GM0847;5711.0;5711GW;BU08470001;GM0847;5711.0;5711GW;BU08470001;GM0847;5711.0;5711GW;True;False;False;51.38030000535248;5.715430001803115;WarmteAtlas:CondensWarmte;;;
LIDL Nederland GmbH;;0800-5435463;32061446.0;BENEDEN-LEEUWEN;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256;BU06680400;GM0668;6658.0;6658DD;BU06680400;GM0668;6658.0;6658DD;BU06680400;GM0668;6658.0;6658DD;False;False;False;51.8806000054529;5.510290000821896;WarmteAtlas:CondensWarmte;;;
LIDL Nederland GmbH;;0800-5435463;32061446.0;VENLO;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256;BU09832302;GM0983;5923.0;5923AV;BU09832302;GM0983;5923.0;5923AV;BU09832302;GM0983;5923.0;5923AV;False;False;False;51.36180000463261;6.143220002521842;WarmteAtlas:CondensWarmte;;;
LIDL Nederland GmbH;;0800-5435463;32061446.0;NIEUWEGEIN;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256;BU03560502;GM0356;3435.0;3435SN;BU03560502;GM0356;3435.0;3435SN;BU03560502;GM0356;3435.0;3435SN;False;False;False;52.02160000568622;5.074290000968341;WarmteAtlas:CondensWarmte;;;
LIDL Nederland GmbH;;0800-5435463;32061446.0;AMSTERDAM;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256;BU0363MG03;GM0363;1095.0;1095GP;BU0363MG03;GM0363;1095.0;1095GP;BU0363MG03;GM0363;1095.0;1095GP;False;False;False;52.361400005967255;4.940670000398601;WarmteAtlas:CondensWarmte;;;
LIDL Nederland GmbH;;0800-5435463;32061446.0;DEVENTER;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256;BU01500601;GM0150;7415.0;7415DH;BU01500601;GM0150;7415.0;7415DH;BU01500601;GM0150;7415.0;7415DH;False;False;False;52.26930000577182;6.164810002511613;WarmteAtlas:CondensWarmte;;;
LIDL Nederland GmbH;;0800-5435463;32061446.0;ENSCHEDE;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256;BU01530603;GM0153;7544.0;7544JC;BU01530603;GM0153;7544.0;7544JC;BU01530603;GM0153;7544.0;7544JC;False;False;False;52.191500005270235;6.880050003106675;WarmteAtlas:CondensWarmte;;;
LIDL Nederland GmbH;;0800-5435463;32061446.0;HOORN NH;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256;BU04051100;GM0405;1623.0;1623KD;BU04051100;GM0405;1623.0;1623KD;BU04051100;GM0405;1623.0;1623KD;False;False;False;52.64470000564858;5.080660001135753;WarmteAtlas:CondensWarmte;;;
LIDL Nederland GmbH;;0800-5435463;32061446.0;KERKDRIEL;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256;BU02630000;GM0263;5331.0;5331BL;BU02630000;GM0263;5331.0;5331BL;BU02630000;GM0263;5331.0;5331BL;False;False;False;51.772300005462924;5.339230001447828;WarmteAtlas:CondensWarmte;;;
Plus Agathaplein;www.plus.nl;074-2595171;54337593.0;HENGELO OV;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584;BU01640604;GM0164;7555.0;7555HH;BU01640604;GM0164;7555.0;7555HH;BU01640604;GM0164;7555.0;7555HH;False;False;False;52.257900005246434;6.774430002847292;WarmteAtlas:CondensWarmte;;;
Jumbo Supermarkten BV;;030-6083160;16044409.0;NIEUWEGEIN;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;150;2.395838;7.871128;276000;520.812;9.99846;351000;657000;316.755;BU03562400;GM0356;3431.0;3431LX;BU03562400;GM0356;3431.0;3431LX;BU03562400;GM0356;3431.0;3431LX;False;False;False;52.02840000558168;5.085090000968573;WarmteAtlas:CondensWarmte;;;
Supermarkt Exploitatie Boon BV;;0181-451380;23068927.0;ZUIDLAND;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584;BU19303101;GM1930;3214.0;3214XN;BU19303101;GM1930;3214.0;3214XN;BU19303101;GM1930;3214.0;3214XN;False;False;False;51.82180000525649;4.259239999671646;WarmteAtlas:CondensWarmte;;;
Jumbo Supermarkten BV;;0314-363462;16044409.0;DOETINCHEM;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584;BU02220905;GM0222;7009.0;7009HA;BU02220905;GM0222;7009.0;7009HA;BU02220905;GM0222;7009.0;7009HA;False;False;False;51.96940000503553;6.296620002713311;WarmteAtlas:CondensWarmte;;;
Kooistra Supermarkten BV;;058-2343160;1058398.0;LEEUWARDEN;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584;BU00801005;GM0080;8911.0;8911JV;BU00801005;GM0080;8911.0;8911JV;BU00801005;GM0080;8911.0;8911JV;False;False;False;53.20580000592629;5.801720002184757;WarmteAtlas:CondensWarmte;;;
Hoogvliet BV;www.hoogvliet.com;0318-588550;28025437.0;VEENENDAAL;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;150;2.395838;7.871128;276000;520.812;9.99846;351000;657000;316.755;BU03450441;GM0345;3905.0;3905EJ;BU03450441;GM0345;3905.0;3905EJ;BU03450441;GM0345;3905.0;3905EJ;False;False;False;52.03050000562819;5.549890001696321;WarmteAtlas:CondensWarmte;;;
Hoogvliet BV;www.hoogvliet.com;073-6390110;28025437.0;HEDEL;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584;BU02630208;GM0263;5321.0;5321GA;BU02630208;GM0263;5321.0;5321GA;BU02630208;GM0263;5321.0;5321GA;False;False;False;51.747700004972714;5.244440000985865;WarmteAtlas:CondensWarmte;;;
Hoogvliet BV;www.hoogvliet.com;071-5794310;28025437.0;LEIDEN;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584;BU05460507;GM0546;2324.0;2324AN;BU05460507;GM0546;2324.0;2324AN;BU05460507;GM0546;2324.0;2324AN;False;False;False;52.1410000058821;4.471680001093273;WarmteAtlas:CondensWarmte;;;
Hoogvliet BV;www.hoogvliet.com;0182-331180;28025437.0;GOUDA;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;150;2.395838;7.871128;276000;520.812;9.99846;351000;657000;316.755;BU05130105;GM0513;2801.0;2801SB;BU05130105;GM0513;2801.0;2801SB;BU05130105;GM0513;2801.0;2801SB;False;False;False;52.016900005472856;4.69248000002325;WarmteAtlas:CondensWarmte;;;
Hoogvliet BV;www.hoogvliet.com;030-2524070;28025437.0;HOUTEN;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584;BU03211236;GM0321;3995.0;3995XM;BU03211236;GM0321;3995.0;3995XM;BU03211236;GM0321;3995.0;3995XM;False;False;False;52.01740000529892;5.177850001295702;WarmteAtlas:CondensWarmte;;;
Hoogvliet BV;www.hoogvliet.com;0172-461010;28025437.0;ALPHEN AAN DEN RIJN;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584;BU04840208;GM0484;2402.0;2402EN;BU04840208;GM0484;2402.0;2402EN;BU04840208;GM0484;2402.0;2402EN;False;False;False;52.14390000595334;4.674820000498862;WarmteAtlas:CondensWarmte;;;
